Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
19,"[ieframe.dll]",8,0,0.38,0.00,"ieframe.dll",
20,"[ieframe.dll]",8,0,0.38,0.00,"ieframe.dll",
21,"[ieframe.dll]",7,0,0.34,0.00,"ieframe.dll",
22,"[ieframe.dll]",5,0,0.24,0.00,"ieframe.dll",
23,"[ieframe.dll]",3,0,0.14,0.00,"ieframe.dll",
24,"[shell32.dll]",2,0,0.10,0.00,"shell32.dll",
25,"[shell32.dll]",2,0,0.10,0.00,"shell32.dll",
26,"[SHCore.dll]",2,0,0.10,0.00,"SHCore.dll",
27,"[SHCore.dll]",2,0,0.10,0.00,"SHCore.dll",
28,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
29,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
30,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
28,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
29,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
30,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
31,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
32,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
24,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
25,"[shell32.dll]",1,0,0.05,0.00,"shell32.dll",
26,"[shell32.dll]",1,0,0.05,0.00,"shell32.dll",
27,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
28,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
29,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
30,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
31,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
23,"[wininet.dll]",1,0,0.05,0.00,"wininet.dll",
24,"[wininet.dll]",1,0,0.05,0.00,"wininet.dll",
25,"[wininet.dll]",1,0,0.05,0.00,"wininet.dll",
26,"[wininet.dll]",1,0,0.05,0.00,"wininet.dll",
27,"[wininet.dll]",1,0,0.05,0.00,"wininet.dll",
28,"[wininet.dll]",1,0,0.05,0.00,"wininet.dll",
29,"[wininet.dll]",1,0,0.05,0.00,"wininet.dll",
30,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
31,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
32,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
33,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
34,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
35,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
36,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
37,"[rpcrt4.dll]",1,0,0.05,0.00,"rpcrt4.dll",
38,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
23,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
24,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
25,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
26,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
27,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
28,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
29,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
30,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
31,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
32,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
33,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
34,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
35,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
36,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
37,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
38,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
39,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
40,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
41,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
22,"[shell32.dll]",2,0,0.10,0.00,"shell32.dll",
23,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
24,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
25,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
26,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
27,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
28,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
29,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
30,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
31,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
32,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
33,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
39,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
40,"[apphelp.dll]",1,0,0.05,0.00,"apphelp.dll",
41,"[apphelp.dll]",1,0,0.05,0.00,"apphelp.dll",
42,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
43,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
44,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
29,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
30,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
31,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
32,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
33,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
34,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
35,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
36,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
37,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
38,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
39,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
40,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
41,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
42,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
43,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
44,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
45,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
46,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
47,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
48,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
49,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
50,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
51,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
52,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
53,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
54,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
55,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
56,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
57,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
58,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
59,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
21,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
22,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
23,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
24,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
26,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
27,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
28,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
29,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
30,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
31,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
13,"[KernelBase.dll]",1,1,0.05,0.05,"KernelBase.dll",
11,"[ieframe.dll]",5,0,0.24,0.00,"ieframe.dll",
12,"[ieframe.dll]",5,0,0.24,0.00,"ieframe.dll",
13,"[ieframe.dll]",5,0,0.24,0.00,"ieframe.dll",
14,"[ieframe.dll]",5,0,0.24,0.00,"ieframe.dll",
15,"[shell32.dll]",3,0,0.14,0.00,"shell32.dll",
16,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
17,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
18,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
19,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
20,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
21,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
22,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
23,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
24,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
25,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
26,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
27,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
28,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
29,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
30,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
30,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
31,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
32,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
33,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
29,"[KernelBase.dll]",1,1,0.05,0.05,"KernelBase.dll",
15,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
16,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
17,"[iertutil.dll]",1,1,0.05,0.05,"iertutil.dll",
15,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
16,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
17,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
18,"[ieframe.dll]",1,1,0.05,0.05,"ieframe.dll",
11,"[jscript9.dll]",1,1,0.05,0.05,"jscript9.dll",
10,"[win32u.dll]",2,2,0.10,0.10,"win32u.dll",
10,"[kernel32.dll]",1,1,0.05,0.05,"kernel32.dll",
10,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
11,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
12,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
13,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
14,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
15,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
16,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
9,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
10,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
11,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
12,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
13,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
14,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
15,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
16,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
17,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
18,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
19,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
20,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
21,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
22,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
23,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
24,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
25,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
26,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
27,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
28,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
29,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
30,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
31,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
32,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
33,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
34,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
35,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
36,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
37,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
38,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
39,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
40,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
41,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
42,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
43,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
44,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
45,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
46,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
47,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
48,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
49,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
50,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
51,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
52,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
53,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
54,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
55,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
56,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
57,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
58,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
59,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
60,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
61,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
62,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
63,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
64,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
65,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
66,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
67,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
68,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
69,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
70,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
71,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
72,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
73,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
74,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
75,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
76,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
77,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
78,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
79,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
80,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
81,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
82,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
83,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
84,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
85,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
86,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
87,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
88,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
89,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
90,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
91,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
92,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
93,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
94,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
95,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
96,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
97,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
98,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
99,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
86,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
87,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
88,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
89,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
90,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
91,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
92,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
93,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
94,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
95,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
96,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
97,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
98,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
99,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
100,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
101,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
102,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
103,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
104,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
105,"[jscript9.dll]",1,0,0.05,0.00,"jscript9.dll",
106,"[jscript9.dll]",1,1,0.05,0.05,"jscript9.dll",
9,"[ole32.dll]",1,0,0.05,0.00,"ole32.dll",
10,"[ole32.dll]",1,0,0.05,0.00,"ole32.dll",
11,"[DataExchange.dll]",1,0,0.05,0.00,"DataExchange.dll",
12,"[twinapi.appcore.dll]",1,0,0.05,0.00,"twinapi.appcore.dll",
13,"[twinapi.appcore.dll]",1,0,0.05,0.00,"twinapi.appcore.dll",
14,"[twinapi.appcore.dll]",1,0,0.05,0.00,"twinapi.appcore.dll",
15,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
16,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
9,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
10,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
7,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
8,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
9,"[win32u.dll]",1,1,0.05,0.05,"win32u.dll",
5,"[ieframe.dll]",12,0,0.58,0.00,"ieframe.dll",
6,"[ieframe.dll]",12,0,0.58,0.00,"ieframe.dll",
7,"[ieframe.dll]",12,0,0.58,0.00,"ieframe.dll",
8,"[ieframe.dll]",12,0,0.58,0.00,"ieframe.dll",
9,"[ieframe.dll]",12,0,0.58,0.00,"ieframe.dll",
10,"[ieframe.dll]",12,0,0.58,0.00,"ieframe.dll",
11,"[ieframe.dll]",10,0,0.48,0.00,"ieframe.dll",
12,"[ieframe.dll]",10,0,0.48,0.00,"ieframe.dll",
13,"[ieframe.dll]",10,0,0.48,0.00,"ieframe.dll",
14,"[ieframe.dll]",10,0,0.48,0.00,"ieframe.dll",
15,"[ieframe.dll]",10,0,0.48,0.00,"ieframe.dll",
16,"[ieframe.dll]",10,0,0.48,0.00,"ieframe.dll",
17,"[ieframe.dll]",10,0,0.48,0.00,"ieframe.dll",
18,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
19,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
20,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
21,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
22,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
23,"[mshtml.dll]",8,1,0.38,0.05,"mshtml.dll",
24,"[mshtml.dll]",7,1,0.34,0.05,"mshtml.dll",
25,"[mshtml.dll]",6,0,0.29,0.00,"mshtml.dll",
26,"[mshtml.dll]",6,0,0.29,0.00,"mshtml.dll",
27,"[mshtml.dll]",6,0,0.29,0.00,"mshtml.dll",
28,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
29,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
30,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
31,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
32,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
33,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
34,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
35,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
36,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
37,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
38,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
39,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
39,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
40,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
41,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
42,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
43,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
37,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
38,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
39,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
40,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
41,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
42,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
28,"[mshtml.dll]",3,0,0.14,0.00,"mshtml.dll",
29,"[mshtml.dll]",3,0,0.14,0.00,"mshtml.dll",
30,"[mshtml.dll]",3,0,0.14,0.00,"mshtml.dll",
31,"[mshtml.dll]",3,0,0.14,0.00,"mshtml.dll",
32,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
33,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
34,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
35,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
36,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
37,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
38,"[urlmon.dll]",3,0,0.14,0.00,"urlmon.dll",
39,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
40,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
40,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
41,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
39,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
40,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
41,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
42,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
43,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
44,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
45,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
46,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
47,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
48,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
49,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
50,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
23,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
18,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
19,"[shell32.dll]",1,0,0.05,0.00,"shell32.dll",
20,"[shell32.dll]",1,0,0.05,0.00,"shell32.dll",
21,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
22,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
23,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
24,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
25,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
26,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
27,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
28,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
29,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
30,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
31,"[KernelBase.dll]",1,1,0.05,0.05,"KernelBase.dll",
11,"[shell32.dll]",2,0,0.10,0.00,"shell32.dll",
12,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
13,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
14,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
15,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
16,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
17,"[windows.storage.dll]",2,1,0.10,0.05,"windows.storage.dll",
18,"[windows.storage.dll]",1,0,0.05,0.00,"windows.storage.dll",
